Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
2025-04-14,11:30:00,CNR3844169,Cancelled by Driver,855784,Prime Sedan,Area 8,Area 7,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-06,19:06:00,CNR9906882,Success,161405,Prime Plus,Area 18,Area 4,7.34,4.93,0,,0,,0,,607.5,10.05,4.6,4.9
2025-04-28,14:17:00,CNR4143848,Cancelled by Driver,623911,eBike,Area 50,Area 36,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-18,00:41:00,CNR1390913,Success,839319,Prime SUV,Area 32,Area 14,4.15,11.06,0,,0,,0,,304.49,24.47,4.2,3.1
2025-04-18,02:39:00,CNR4174741,Success,210291,Prime SUV,Area 24,Area 15,7.31,3.28,0,,0,,0,,102.39,21.25,3.4,4.4
2025-04-15,00:28:00,CNR1923087,Cancelled by Customer,822020,Prime Plus,Area 26,Area 26,,,1,AC is not working,0,,0,,,,,
2025-04-07,01:45:00,CNR7423910,Incomplete,479549,Mini,Area 40,Area 35,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-16,01:50:00,CNR7546367,Cancelled by Driver,930903,Prime Sedan,Area 15,Area 10,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-03,21:47:00,CNR7912329,Success,432667,Auto,Area 21,Area 41,4.73,8.98,0,,0,,0,,209.55,15.11,4.3,4.5
2025-04-16,01:37:00,CNR2988274,Success,531510,Bike,Area 8,Area 2,4.19,4.91,0,,0,,0,,101.05,21.33,5,3.1
2025-04-24,23:53:00,CNR2697758,Cancelled by Customer,880057,Prime Plus,Area 13,Area 35,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-16,02:14:00,CNR2178765,Success,490275,Prime Sedan,Area 48,Area 22,2.81,6.76,0,,0,,0,,601.99,21.64,4.4,3.2
2025-04-01,19:37:00,CNR6177594,Cancelled by Customer,956055,Prime SUV,Area 1,Area 33,,,1,Wrong Address,0,,0,,,,,
2025-04-27,14:18:00,CNR0534493,Success,754922,Mini,Area 20,Area 26,4.57,5.11,0,,0,,0,,1200.77,22.26,3.1,4.5
2025-04-01,15:49:00,CNR6146025,Incomplete,787837,eBike,Area 28,Area 3,,,0,,0,,1,Other Issue,,,,
2025-04-13,08:25:00,CNR6617111,Success,662815,eBike,Area 8,Area 22,6.73,10.65,0,,0,,0,,806.5,16.38,4.8,4.1
2025-04-06,22:43:00,CNR7213108,Success,987785,Prime SUV,Area 31,Area 16,5.69,5.74,0,,0,,0,,1198.33,11.87,3.7,3.1
2025-04-18,13:16:00,CNR4505277,Incomplete,479720,eBike,Area 18,Area 5,,,0,,0,,1,Customer Demand,,,,
2025-04-18,04:02:00,CNR4341077,Cancelled by Driver,910580,Prime Plus,Area 13,Area 50,,,0,,1,More than permitted people in there,0,,,,,
2025-04-13,00:50:00,CNR8868648,Success,256658,Prime SUV,Area 5,Area 15,4.02,5.92,0,,0,,0,,997.04,5.12,3.9,4.4
2025-04-03,03:52:00,CNR2468320,Other,369262,Prime Sedan,Area 4,Area 45,,,0,,0,,0,,,,,
2025-04-24,08:58:00,CNR1668702,Success,776335,Bike,Area 46,Area 30,8.57,8.27,0,,0,,0,,206.52,5.51,4.1,4.5
2025-04-18,19:40:00,CNR5324760,Cancelled by Driver,758029,Prime Sedan,Area 50,Area 14,,,0,,1,More than permitted people in there,0,,,,,
2025-04-15,04:44:00,CNR1352111,Success,778535,Prime Plus,Area 10,Area 22,8.51,11.1,0,,0,,0,,304.31,1.53,4.2,3.5
2025-04-18,17:22:00,CNR5044729,Cancelled by Driver,532593,Prime SUV,Area 20,Area 16,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-08,12:09:00,CNR4136634,Success,835442,Prime SUV,Area 20,Area 29,4.91,10.18,0,,0,,0,,594.9,22.99,4.8,3.4
2025-04-13,00:07:00,CNR4364383,Cancelled by Driver,225912,Mini,Area 48,Area 20,,,0,,1,More than permitted people in there,0,,,,,
2025-04-12,05:31:00,CNR4192558,Cancelled by Customer,751629,Prime Sedan,Area 15,Area 18,,,1,Change of plans,0,,0,,,,,
2025-04-08,11:40:00,CNR4417450,Success,768674,Auto,Area 47,Area 6,2.56,8.05,0,,0,,0,,298.16,5.93,4.7,4.8
2025-04-27,07:05:00,CNR2661120,Other,163882,Prime Sedan,Area 39,Area 11,,,0,,0,,0,,,,,
2025-04-13,00:15:00,CNR5196350,Success,502115,eBike,Area 24,Area 12,5.32,5.3,0,,0,,0,,797.02,7.52,3.5,4.6
2025-04-15,15:59:00,CNR8627481,Success,994160,Mini,Area 50,Area 9,4.42,6.09,0,,0,,0,,499,20.87,3.6,4.8
2025-04-19,10:00:00,CNR2441832,Cancelled by Driver,798478,Auto,Area 35,Area 33,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-14,15:42:00,CNR2950141,Incomplete,669110,Mini,Area 15,Area 46,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-29,00:03:00,CNR1025981,Success,731603,Bike,Area 31,Area 22,8.85,3.55,0,,0,,0,,92.92,21.47,4.1,3.1
2025-04-08,19:52:00,CNR0425603,Other,647259,Mini,Area 21,Area 33,,,0,,0,,0,,,,,
2025-04-25,06:35:00,CNR7822058,Success,849337,Prime Plus,Area 33,Area 27,3.4,5.42,0,,0,,0,,597.69,9.51,4.1,4.6
2025-04-20,07:49:00,CNR1547955,Incomplete,456825,Auto,Area 36,Area 6,,,0,,0,,1,Other Issue,,,,
2025-04-16,23:36:00,CNR6611073,Incomplete,783834,Bike,Area 18,Area 4,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-28,01:28:00,CNR2134007,Success,504146,eBike,Area 36,Area 19,4.99,9.92,0,,0,,0,,95.27,23.11,4.4,3.3
2025-04-21,08:11:00,CNR2795045,Cancelled by Driver,566380,Prime Sedan,Area 29,Area 12,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-13,08:12:00,CNR9878905,Other,823765,Auto,Area 44,Area 16,,,0,,0,,0,,,,,
2025-04-29,09:27:00,CNR9043986,Success,464400,Auto,Area 31,Area 5,6.45,4.19,0,,0,,0,,503.77,18.44,4.1,4.8
2025-04-20,16:56:00,CNR9183719,Success,579189,Mini,Area 26,Area 19,6.58,5.52,0,,0,,0,,796.49,19.38,3.8,3.7
2025-04-11,16:03:00,CNR1179227,Success,973978,Mini,Area 25,Area 24,7.82,10.3,0,,0,,0,,609.4,10.28,4.6,4.7
2025-04-03,01:52:00,CNR5476849,Success,819680,Auto,Area 23,Area 21,8.4,10.27,0,,0,,0,,93.78,3.74,3,4.5
2025-04-26,02:14:00,CNR0801337,Cancelled by Driver,211657,eBike,Area 10,Area 10,,,0,,1,More than permitted people in there,0,,,,,
2025-04-01,18:08:00,CNR0803341,Success,383141,eBike,Area 47,Area 25,2.22,11.15,0,,0,,0,,93.83,3.27,3.2,4.2
2025-04-03,13:18:00,CNR7600953,Success,284088,Prime SUV,Area 2,Area 21,3.09,5.24,0,,0,,0,,93.71,20.25,4.5,4.1
2025-04-03,21:35:00,CNR2096149,Cancelled by Driver,160712,Prime Sedan,Area 27,Area 45,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-11,20:38:00,CNR5135814,Cancelled by Driver,596362,eBike,Area 45,Area 40,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-11,18:21:00,CNR7594789,Cancelled by Driver,696339,eBike,Area 6,Area 25,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-06,22:54:00,CNR1588836,Success,545410,Prime Sedan,Area 15,Area 32,6.19,8.96,0,,0,,0,,996.09,17.09,3.1,4.2
2025-04-15,21:23:00,CNR6660872,Cancelled by Driver,384999,Prime Plus,Area 10,Area 49,,,0,,1,Customer related issue,0,,,,,
2025-04-21,03:12:00,CNR6175732,Success,564309,Prime Plus,Area 38,Area 21,9.89,6.9,0,,0,,0,,406.42,11.05,4.2,4
2025-04-22,08:13:00,CNR3376368,Incomplete,955423,eBike,Area 44,Area 34,,,0,,0,,1,Other Issue,,,,
2025-04-22,07:18:00,CNR6329167,Cancelled by Driver,173092,Prime Plus,Area 38,Area 45,,,0,,1,Customer related issue,0,,,,,
2025-04-25,11:53:00,CNR4086187,Cancelled by Driver,589686,Prime Sedan,Area 43,Area 9,,,0,,1,More than permitted people in there,0,,,,,
2025-04-10,04:41:00,CNR4954892,Success,578432,Prime SUV,Area 29,Area 35,8.5,8.2,0,,0,,0,,195.82,2.31,3.8,3.4
2025-04-04,06:26:00,CNR4938077,Incomplete,389212,Auto,Area 33,Area 46,,,0,,0,,1,Customer Demand,,,,
2025-04-04,13:03:00,CNR7321378,Success,719346,Prime SUV,Area 27,Area 27,7.28,6.17,0,,0,,0,,91.12,11.4,3.7,3
2025-04-07,02:42:00,CNR3680105,Success,815166,eBike,Area 41,Area 1,2.32,7.91,0,,0,,0,,109.06,17.75,3.5,4.4
2025-04-26,06:51:00,CNR2905591,Success,693722,Auto,Area 40,Area 7,4.29,11.46,0,,0,,0,,794.88,15.83,5,4.1
2025-04-19,02:40:00,CNR4323691,Cancelled by Driver,356635,Prime Sedan,Area 41,Area 4,,,0,,1,Customer related issue,0,,,,,
2025-04-21,20:22:00,CNR3853905,Success,283829,Auto,Area 29,Area 39,6.77,4.41,0,,0,,0,,499.01,10.37,3.4,3.8
2025-04-05,21:57:00,CNR6271858,Success,379481,Prime Plus,Area 11,Area 29,4.95,9.49,0,,0,,0,,1001.25,6.39,4.2,5
2025-04-04,15:41:00,CNR3262825,Success,985056,eBike,Area 40,Area 50,8.42,11.79,0,,0,,0,,293.59,24.93,3.9,3.1
2025-04-20,14:57:00,CNR2950595,Success,337392,eBike,Area 41,Area 16,2.81,11.73,0,,0,,0,,602.12,17.38,4.2,4.5
2025-04-01,16:36:00,CNR1135514,Cancelled by Driver,350614,Auto,Area 42,Area 27,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-16,20:28:00,CNR4140886,Cancelled by Driver,597096,Mini,Area 31,Area 30,,,0,,1,More than permitted people in there,0,,,,,
2025-04-27,00:25:00,CNR9516624,Cancelled by Driver,327139,Mini,Area 32,Area 1,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-19,02:06:00,CNR2619221,Success,344234,Prime Plus,Area 27,Area 26,7.03,10.79,0,,0,,0,,1207.39,19.21,3.9,3.9
2025-04-30,00:31:00,CNR8975114,Cancelled by Driver,662360,Prime SUV,Area 7,Area 44,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-21,11:45:00,CNR8169434,Cancelled by Driver,343826,Bike,Area 10,Area 18,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-30,01:46:00,CNR5747665,Success,986361,Bike,Area 28,Area 38,8.76,9.17,0,,0,,0,,93.66,2.48,4.1,3.4
2025-04-11,06:27:00,CNR9019321,Cancelled by Driver,801640,Bike,Area 38,Area 23,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-28,19:12:00,CNR2734452,Success,766138,Prime SUV,Area 33,Area 27,8.72,8.47,0,,0,,0,,1201.05,21.04,4.7,3.9
2025-04-23,17:30:00,CNR3472939,Success,812609,Auto,Area 31,Area 43,5.12,8.64,0,,0,,0,,406.15,16.87,4,3.4
2025-04-03,03:53:00,CNR4733107,Success,724994,Auto,Area 29,Area 5,4.66,7.18,0,,0,,0,,398.46,15.4,3,4.8
2025-04-08,00:19:00,CNR3505488,Other,975728,Mini,Area 16,Area 46,,,0,,0,,0,,,,,
2025-04-17,01:04:00,CNR3025723,Incomplete,609610,Mini,Area 46,Area 47,,,0,,0,,1,Customer Demand,,,,
2025-04-28,03:33:00,CNR6843334,Success,661133,Prime SUV,Area 30,Area 34,8.09,11.78,0,,0,,0,,296.39,3.65,3.1,4.2
2025-04-20,05:02:00,CNR2867937,Success,649534,Prime Sedan,Area 26,Area 5,9.26,4.03,0,,0,,0,,598.15,22.67,3.1,4.6
2025-04-21,14:27:00,CNR0805829,Cancelled by Driver,479435,Prime Sedan,Area 17,Area 45,,,0,,1,More than permitted people in there,0,,,,,
2025-04-23,13:14:00,CNR7942669,Success,811995,Prime Plus,Area 21,Area 39,9.53,3.44,0,,0,,0,,493.82,2.03,4.8,3.7
2025-04-04,11:53:00,CNR3152300,Success,162293,eBike,Area 41,Area 25,9.02,8.29,0,,0,,0,,197.56,21.46,5,4.4
2025-04-24,20:39:00,CNR6312504,Success,501112,Prime SUV,Area 28,Area 19,8.27,3.56,0,,0,,0,,90.58,5.5,4.5,3.3
2025-04-03,11:50:00,CNR2834111,Cancelled by Customer,532656,Prime Sedan,Area 32,Area 49,,,1,Change of plans,0,,0,,,,,
2025-04-27,00:57:00,CNR8517445,Cancelled by Driver,301798,Prime SUV,Area 40,Area 19,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-11,06:52:00,CNR6953889,Incomplete,463353,Prime Sedan,Area 6,Area 27,,,0,,0,,1,Customer Demand,,,,
2025-04-16,03:03:00,CNR9243197,Success,389873,Mini,Area 39,Area 35,5.72,4.57,0,,0,,0,,590.04,9.43,4,4
2025-04-23,01:59:00,CNR0130688,Success,149985,Auto,Area 6,Area 6,6.22,5.19,0,,0,,0,,107.69,22.48,3.1,3.8
2025-04-20,04:39:00,CNR7125292,Success,678357,Mini,Area 50,Area 24,4.01,5.99,0,,0,,0,,1199.67,14.94,4.2,4.5
2025-04-08,08:58:00,CNR8680568,Incomplete,128142,Prime SUV,Area 27,Area 4,,,0,,0,,1,Other Issue,,,,
2025-04-16,03:51:00,CNR8878967,Success,118496,Prime Plus,Area 46,Area 15,5.49,8.17,0,,0,,0,,105.67,20.1,4.3,4.5
2025-04-16,08:28:00,CNR4922334,Success,746516,eBike,Area 9,Area 28,2.68,9.37,0,,0,,0,,495.71,9.53,4.8,4.2
2025-04-30,07:59:00,CNR3687000,Success,893459,Auto,Area 13,Area 22,3.88,5.47,0,,0,,0,,93.3,8.34,3.3,3.2
2025-04-20,03:05:00,CNR2550126,Incomplete,231401,Prime Sedan,Area 10,Area 5,,,0,,0,,1,Customer Demand,,,,
2025-04-29,11:29:00,CNR4448707,Success,938757,Bike,Area 1,Area 2,6.65,7.29,0,,0,,0,,591.92,24.11,4.2,3.8
2025-04-27,08:56:00,CNR2014333,Other,450644,Prime Plus,Area 21,Area 23,,,0,,0,,0,,,,,
2025-04-08,16:06:00,CNR7294692,Cancelled by Driver,124153,Prime Sedan,Area 8,Area 3,,,0,,1,More than permitted people in there,0,,,,,
2025-04-04,16:31:00,CNR5749389,Success,488691,eBike,Area 49,Area 22,8.43,4.19,0,,0,,0,,98.32,24.59,4.7,4
2025-04-06,16:29:00,CNR0785779,Other,798998,Bike,Area 14,Area 41,,,0,,0,,0,,,,,
2025-04-24,08:46:00,CNR1196216,Cancelled by Customer,373266,Auto,Area 49,Area 31,,,1,Wrong Address,0,,0,,,,,
2025-04-13,02:11:00,CNR9120251,Success,498224,Prime Sedan,Area 19,Area 41,4.98,10.59,0,,0,,0,,704.63,20,4,3.2
2025-04-18,09:09:00,CNR2704181,Success,354113,Bike,Area 37,Area 18,4.6,4.66,0,,0,,0,,500.2,5.03,3.9,4.7
2025-04-21,22:51:00,CNR6280307,Success,373232,Mini,Area 31,Area 18,6.43,8.67,0,,0,,0,,91.85,17.28,4.9,4.8
2025-04-17,01:21:00,CNR8717232,Cancelled by Driver,503071,eBike,Area 14,Area 11,,,0,,1,More than permitted people in there,0,,,,,
2025-04-03,19:13:00,CNR8678590,Success,547965,eBike,Area 1,Area 47,3.43,8.04,0,,0,,0,,209.76,20.35,4.7,4.2
2025-04-05,08:38:00,CNR5619473,Success,330083,Auto,Area 33,Area 49,4.69,4.42,0,,0,,0,,703.48,15.69,3.4,4.7
2025-04-19,10:42:00,CNR8533601,Cancelled by Driver,885595,Mini,Area 19,Area 31,,,0,,1,Customer related issue,0,,,,,
2025-04-07,22:24:00,CNR8539183,Cancelled by Driver,457932,eBike,Area 47,Area 29,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-05,01:25:00,CNR7398530,Success,127289,Bike,Area 8,Area 7,6.38,5.65,0,,0,,0,,690.59,19.32,4.1,3.2
2025-04-17,11:05:00,CNR9020443,Cancelled by Driver,642138,Auto,Area 15,Area 42,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-15,18:53:00,CNR6440478,Success,472750,Bike,Area 30,Area 35,2.44,11.62,0,,0,,0,,93.47,5.31,4.1,4.2
2025-04-21,19:04:00,CNR7806227,Success,520230,Prime SUV,Area 24,Area 46,9.22,4.29,0,,0,,0,,109.56,15.86,4.4,4.9
2025-04-14,22:50:00,CNR2500640,Success,180641,Bike,Area 24,Area 21,5.51,7.18,0,,0,,0,,294.21,9.98,4.3,3.6
2025-04-27,01:17:00,CNR2416797,Cancelled by Driver,447292,Bike,Area 12,Area 46,,,0,,1,More than permitted people in there,0,,,,,
2025-04-11,20:01:00,CNR5150411,Success,659940,Prime SUV,Area 32,Area 28,8.69,4.56,0,,0,,0,,107.37,18.29,3.2,3
2025-04-17,02:03:00,CNR1328666,Success,123467,Prime Plus,Area 24,Area 23,8.9,7.15,0,,0,,0,,102.39,6.53,4.6,4.3
2025-04-30,04:56:00,CNR9106064,Success,558259,Prime Plus,Area 1,Area 34,2.6,7.39,0,,0,,0,,109.73,7.86,3,3.7
2025-04-03,00:45:00,CNR6242968,Success,229705,Mini,Area 8,Area 5,4.9,5.88,0,,0,,0,,207.62,10.5,3.4,3
2025-04-17,23:52:00,CNR0948016,Success,226254,Mini,Area 3,Area 16,5.57,3.78,0,,0,,0,,295.4,15.21,3.7,3.9
2025-04-14,15:43:00,CNR3019486,Success,106249,Prime Sedan,Area 17,Area 16,2.53,4.22,0,,0,,0,,195.17,15.33,4,3.2
2025-04-01,02:18:00,CNR6855422,Success,332476,Bike,Area 15,Area 15,9.94,3.54,0,,0,,0,,196.28,9.1,4,4.2
2025-04-03,12:33:00,CNR8177356,Other,511637,Mini,Area 26,Area 32,,,0,,0,,0,,,,,
2025-04-13,08:03:00,CNR3384641,Success,184991,Auto,Area 17,Area 30,9.62,3.72,0,,0,,0,,799.79,19.12,3,4.4
2025-04-24,16:21:00,CNR4674686,Cancelled by Driver,581652,Mini,Area 29,Area 38,,,0,,1,More than permitted people in there,0,,,,,
2025-04-05,18:24:00,CNR5151669,Success,751307,Prime Sedan,Area 41,Area 46,9.18,3.75,0,,0,,0,,593.32,11.37,3.3,4.5
2025-04-12,07:54:00,CNR7803825,Success,457552,Prime Sedan,Area 6,Area 12,7.48,8.84,0,,0,,0,,995.85,18.86,3.8,4.7
2025-04-10,04:20:00,CNR0847086,Other,482776,Auto,Area 7,Area 13,,,0,,0,,0,,,,,
2025-04-18,12:33:00,CNR2369457,Success,338609,Prime Plus,Area 26,Area 16,4.23,5.39,0,,0,,0,,491.96,3.17,3.3,3.8
2025-04-27,20:59:00,CNR6101158,Incomplete,799392,Bike,Area 44,Area 23,,,0,,0,,1,Customer Demand,,,,
2025-04-23,05:48:00,CNR4324139,Success,304889,Auto,Area 27,Area 40,5.98,6.11,0,,0,,0,,799.03,17.41,3.1,3.7
2025-04-09,00:48:00,CNR0304674,Cancelled by Driver,859244,Bike,Area 9,Area 20,,,0,,1,More than permitted people in there,0,,,,,
2025-04-19,11:50:00,CNR3233327,Cancelled by Driver,519279,Mini,Area 32,Area 30,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-13,09:50:00,CNR6996907,Other,174133,Prime Sedan,Area 42,Area 18,,,0,,0,,0,,,,,
2025-04-04,14:29:00,CNR2909536,Success,788637,Mini,Area 2,Area 49,5.96,6.09,0,,0,,0,,403.69,2.75,3.8,4.6
2025-04-05,22:24:00,CNR9432132,Success,386636,Bike,Area 28,Area 3,3.36,11.71,0,,0,,0,,709.47,4.11,4,3.3
2025-04-26,13:09:00,CNR0089951,Success,130177,Prime SUV,Area 34,Area 43,8.62,5.18,0,,0,,0,,992.26,8.87,4,4.6
2025-04-11,09:26:00,CNR6200384,Success,443661,Mini,Area 45,Area 30,6.87,4.12,0,,0,,0,,302.24,8.17,4.1,3.3
2025-04-18,16:59:00,CNR2715019,Success,186406,Prime SUV,Area 18,Area 44,7.77,8.47,0,,0,,0,,506.39,15.49,3.4,3.4
2025-04-09,17:11:00,CNR3818493,Success,675777,Prime Sedan,Area 37,Area 4,6.93,5.87,0,,0,,0,,94.67,5.12,4.9,3.8
2025-04-16,05:10:00,CNR5704368,Success,895833,Mini,Area 21,Area 26,5,7.21,0,,0,,0,,200.34,3.74,4.2,3.4
2025-04-11,09:37:00,CNR6583542,Cancelled by Driver,431842,Prime Plus,Area 10,Area 36,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-08,10:43:00,CNR2193517,Success,459085,eBike,Area 36,Area 3,5.98,9.65,0,,0,,0,,192.31,17.07,3.9,4.7
2025-04-11,10:08:00,CNR5581264,Other,593100,Bike,Area 49,Area 20,,,0,,0,,0,,,,,
2025-04-13,00:54:00,CNR9191215,Cancelled by Driver,948521,eBike,Area 16,Area 45,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-19,08:33:00,CNR4757322,Success,383301,Prime Sedan,Area 16,Area 23,2.55,7.74,0,,0,,0,,994.49,15.23,4.8,3
2025-04-27,12:52:00,CNR8095461,Success,708853,Bike,Area 29,Area 39,8.31,11.52,0,,0,,0,,596.48,4.15,3.2,3.7
2025-04-19,15:47:00,CNR6629584,Success,311263,Prime Plus,Area 38,Area 26,9.16,11.52,0,,0,,0,,701.55,18.45,3.8,3.4
2025-04-21,03:35:00,CNR6653131,Success,877770,Auto,Area 14,Area 35,3.29,11.58,0,,0,,0,,408.73,21.9,4.5,5
2025-04-26,18:09:00,CNR4846031,Success,921560,Prime Sedan,Area 38,Area 40,8.19,5.6,0,,0,,0,,708.2,2.31,4.9,4.5
2025-04-22,16:16:00,CNR8488377,Success,341902,Mini,Area 44,Area 3,4.98,8.73,0,,0,,0,,101.65,7.32,3.9,4.9
2025-04-13,06:38:00,CNR9533941,Cancelled by Customer,183939,Prime Sedan,Area 11,Area 16,,,1,Change of plans,0,,0,,,,,
2025-04-08,13:38:00,CNR9105429,Incomplete,433850,Bike,Area 7,Area 12,,,0,,0,,1,Other Issue,,,,
2025-04-12,23:45:00,CNR5534089,Success,708447,Prime SUV,Area 28,Area 19,5.23,4,0,,0,,0,,591.7,1.11,3.9,3.1
2025-04-01,22:22:00,CNR1569890,Success,511931,Prime SUV,Area 47,Area 29,2.98,3.56,0,,0,,0,,403.05,3.12,3.9,3.9
2025-04-11,16:12:00,CNR1030518,Success,582806,Auto,Area 19,Area 7,3.72,11.6,0,,0,,0,,195.22,6.47,4.7,4.1
2025-04-23,10:01:00,CNR7298769,Success,897565,Prime Sedan,Area 48,Area 32,2.39,4.25,0,,0,,0,,100.92,1.55,4.7,3.5
2025-04-05,16:50:00,CNR8750032,Success,582078,Mini,Area 35,Area 26,5.26,7,0,,0,,0,,708.48,20.02,4.2,3.7
2025-04-20,07:59:00,CNR4213312,Cancelled by Customer,949360,Prime Plus,Area 39,Area 11,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-07,19:00:00,CNR2420524,Success,277390,Bike,Area 46,Area 23,9.29,8.47,0,,0,,0,,397.87,19.24,4.3,4.7
2025-04-12,08:56:00,CNR6697180,Success,702911,Prime Plus,Area 36,Area 44,4.86,11.6,0,,0,,0,,995.74,7.94,3.6,4.5
2025-04-04,09:40:00,CNR6714369,Incomplete,664994,Auto,Area 20,Area 32,,,0,,0,,1,Other Issue,,,,
2025-04-20,16:28:00,CNR6467068,Success,745699,eBike,Area 10,Area 11,8.13,8.15,0,,0,,0,,1206.35,11.92,4.2,3.8
2025-04-19,18:28:00,CNR1822902,Success,958894,Prime Plus,Area 43,Area 13,6.54,7.28,0,,0,,0,,992.34,14.8,5,4.9
2025-04-12,13:05:00,CNR5203059,Incomplete,365712,Prime Sedan,Area 22,Area 42,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-11,03:14:00,CNR1335208,Success,139521,Bike,Area 49,Area 9,2.82,11.07,0,,0,,0,,208.85,4.09,4.4,3.8
2025-04-25,03:55:00,CNR7202958,Cancelled by Customer,838773,Prime SUV,Area 12,Area 1,,,1,Change of plans,0,,0,,,,,
2025-04-06,06:30:00,CNR9449864,Cancelled by Customer,743114,Prime Sedan,Area 3,Area 29,,,1,Change of plans,0,,0,,,,,
2025-04-24,02:45:00,CNR5746496,Success,508094,Auto,Area 26,Area 34,2.58,4.75,0,,0,,0,,794.9,20.97,4,3.4
2025-04-19,02:36:00,CNR4709725,Success,493442,eBike,Area 4,Area 12,6.4,4.05,0,,0,,0,,1208.91,4.33,4.9,4.3
2025-04-12,09:14:00,CNR6368087,Success,497287,Prime Sedan,Area 3,Area 26,4.59,3.85,0,,0,,0,,1202.98,13.12,3.7,3.1
2025-04-16,14:56:00,CNR7489177,Cancelled by Customer,201220,Bike,Area 33,Area 28,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-20,03:52:00,CNR1075073,Cancelled by Customer,467251,Prime Plus,Area 9,Area 33,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-01,16:23:00,CNR9115155,Success,885190,Auto,Area 17,Area 14,7.4,7.9,0,,0,,0,,801.05,15.38,4.5,4
2025-04-14,19:58:00,CNR6490766,Success,928119,Prime Plus,Area 24,Area 5,4.91,4.41,0,,0,,0,,495.14,2.77,3.7,3.3
2025-04-18,06:55:00,CNR0035331,Success,992248,Mini,Area 22,Area 17,5.19,11.01,0,,0,,0,,193.63,6.4,4.2,3.1
2025-04-05,22:11:00,CNR8600520,Other,721255,Bike,Area 50,Area 45,,,0,,0,,0,,,,,
2025-04-20,06:49:00,CNR0368877,Success,872864,Prime SUV,Area 30,Area 25,3.21,10.49,0,,0,,0,,605.64,8.83,3.5,4.9
2025-04-29,21:45:00,CNR0922771,Cancelled by Customer,446372,Mini,Area 1,Area 34,,,1,Change of plans,0,,0,,,,,
2025-04-21,13:04:00,CNR6502376,Success,716813,Prime Sedan,Area 41,Area 26,8.39,8.2,0,,0,,0,,303.51,13.11,4.3,3
2025-04-05,16:12:00,CNR0499105,Cancelled by Driver,401794,Mini,Area 15,Area 20,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-22,03:50:00,CNR4263985,Success,447358,Prime Sedan,Area 2,Area 41,9.45,9.7,0,,0,,0,,799.88,20.5,4.9,3.9
2025-04-02,01:49:00,CNR9178131,Success,641737,Prime Plus,Area 42,Area 29,9.5,11.41,0,,0,,0,,797.09,20.43,4.4,4.7
2025-04-05,16:39:00,CNR4591517,Success,224082,Prime Plus,Area 15,Area 28,3.52,9.78,0,,0,,0,,1190.8,14.12,4.6,4.8
2025-04-22,17:35:00,CNR0153860,Success,370675,Mini,Area 19,Area 36,6.7,8.48,0,,0,,0,,590.4,11.34,3.4,3.2
2025-04-29,23:57:00,CNR5116874,Success,164163,Prime Sedan,Area 47,Area 16,5.92,4.67,0,,0,,0,,797.75,11.74,4.1,4.2
2025-04-27,04:52:00,CNR6293407,Success,163771,Prime SUV,Area 15,Area 31,8.89,6.2,0,,0,,0,,590.5,19.61,3.3,3.9
2025-04-29,17:06:00,CNR0893977,Success,459972,Prime Plus,Area 7,Area 10,4.79,11.22,0,,0,,0,,306.27,8.8,4.5,3.3
2025-04-09,06:45:00,CNR0941846,Success,895775,Bike,Area 13,Area 18,2.05,7.3,0,,0,,0,,302.96,14.35,3.8,3.3
